853 815
998 518
386 857
601 409
375 860
89 535
934 217
355 361
521 917
571 513
971 928
67 124
309 611
667 190
988 275
213 552
774 270
416 44
505 819
668 606
391 237
900 485
968 578
545 341
694 150
426 367
775 392
786 282
677 811
233 905
886 142
86 89
414 381
585 48
948 285
609 768
211 874
252 258
594 121
737 436
751 66
624 762
260 674
222 910
967 885
106 539
373 892
450 915
370 838
255 674
705 914
79 831
138 43
643 399
286 660
711 759
649 348
135 127
97 213
592 341
617 937
469 732
529 739
231 73
32 274
474 761
538 218
570 45
873 126
39 378
620 827
572 438
970 198
653 697
468 790
766 913
676 617
521 895
819 935
344 659
940 374
809 989
994 665
742 250
221 956
768 384
373 342
668 515
593 53
218 474
995 489
284 8
996 958
472 937
581 203
459 301
805 217
226 615
929 196
919 936
614 532
637 782
660 36
382 943
813 95
117 656
380 543
808 519
876 505
597 439
78 622
128 859
675 428
435 116
278 755
325 208
482 97
121 672
129 188
464 935
109 617
931 325
542 642
127 903
817 2
969 400
17 981
65 30
305 456
458 121
685 905
558 751
801 514
676 827
85 973
329 686
758 754
843 478
663 911
646 960
685 205
451 127
760 605
669 310
689 384
257 111
838 797
245 692
534 535
876 7
237 119
383 189
64 769
401 697
897 525
708 712
625 943
813 300
115 73
563 981
174 152
110 834
6 247
774 974
893 938
912 421
855 886
51 631
973 610
562 607
722 622
708 626
271 366
929 121
554 4
464 68
562 170
598 721
786 912
285 312
765 500
355 405
938 307
56 504
169 286
454 857
500 786
457 236
275 886
131 52
390 794
250 24
56 690
518 266
17 203
305 412
664 456
212 809
582 981
382 494
798 266
28 146
240 537
352 7
403 823
524 188
285 756
435 312
196 905
163 410
549 526
533 75
402 30
472 821
752 639
897 680
314 767
926 55
695 483
951 752
858 309
224 507
870 455
6 628
279 990
340 134
884 696
788 280
304 648
892 962
290 61
732 629
307 785
897 314
371 454
135 160
218 920
39 562
996 262
208 966
8 61
897 121
569 509
609 821
975 499
228 947
330 592
892 320
624 297
428 547
538 797
92 76
518 932
197 206
196 888
437 425
689 545
598 622
237 145
803 489
190 315
638 555
352 484
144 103
479 220
139 153
711 816
805 272
737 954
562 861
675 378
290 495
898 315
549 300
352 822
223 67
182 753
696 168
565 128
422 387
266 184
295 215
393 587
947 566
135 992
12 717
221 969
648 983
810 241
66 343
572 306
732 826
22 704
466 441
546 471
449 769
426 687
844 121
265 869
505 830
91 75
967 407
973 972
46 882
374 113
35 9
422 419
303 822
660 301
852 66
115 596
38 9
433 152
474 732
214 519
187 92
128 491
476 123
409 53
828 1
910 275
802 955
771 307
990 994
773 770
494 337
67 721
947 795
637 793
846 485
883 923
774 820
104 370
869 212
949 592
293 580
16 420
109 767
392 840
670 501
751 34
596 32
680 878
37 248
43 357
77 454
446 898
774 219
905 125
817 186
745 518
270 602
899 23
74 240
887 263
812 399
435 970
893 575
319 884
633 711
71 431
545 137
808 8
718 426
94 849
623 47
767 163
943 310
801 563
419 341
52 23
817 173
571 541
979 246
359 916
76 149
73 300
827 34
423 942
192 751
192 399
315 60
404 219
410 987
244 453
512 760
792 252
648 357
291 409
915 271
291 542
754 284
695 278
17 273
100 548
262 630
355 676
982 338
105 171
757 408
25 96
865 899
628 921
285 637
704 2
130 804
347 564
99 519
346 263
640 428
910 114
879 247
4 82
443 927
118 83
483 844
609 633
741 41
851 484
510 430
936 324
731 299
613 96
794 570
935 580
263 881
46 131
728 42
348 374
564 123
692 569
111 583
346 635
871 154
558 106
616 476
923 914
805 596
622 228
124 808
741 83
119 161
977 107
340 758
507 323
246 15
914 770
784 424
178 739
248 510
720 291
865 764
814 839
972 114
408 750
470 670
517 722
193 3
324 227
212 360
499 839
611 582
783 530
497 759
341 911
969 709
674 595
940 563
455 767
958 237
19 322
662 925
587 94
943 750
5 880
980 202
522 917
423 385
113 894
388 563
970 908
208 691
843 927
755 121
372 303
1000 760
1000 410
304 101
371 351
429 681
523 677
303 421
432 412
317 712
111 984
541 517
237 105
280 161
194 63
538 505
70 644
577 863
825 861
834 470
826 261
124 899
713 66
791 799
670 240
404 453
998 284
334 193
189 619
863 337
44 634
752 944
276 903
379 695
679 137
982 27
553 13
226 371
89 502
183 498
17 596
309 196
682 864
50 259
272 878
57 604
502 229
532 140
533 35
664 81
312 855
939 207
438 734
918 183
943 691
906 807
594 806
946 929
785 319
159 73
442 186
855 611
117 453
676 740
296 695
885 602
431 809
858 613
712 116
248 408
470 504
388 894
438 680
965 91
967 844
509 496
113 870
412 253
145 77
151 67
812 498
781 255
859 897
724 726
170 618
39 416
265 877
27 940
933 214
206 571
399 803
960 463
750 211
195 423
382 260
470 815
543 970
280 501
306 336
482 968
532 212
461 15
667 846
29 808
740 886
979 974
530 666
683 865
766 50
907 241
923 965
534 604
653 649
52 463
527 912
531 512
56 604
591 315
719 459
564 54
816 472
186 487
259 200
337 10
644 223
778 676
85 174
941 525
491 213
343 433
829 658
179 625
374 712
548 274
751 284
361 336
1000 460
380 317
215 255
835 906
894 681
317 128
30 448
84 237
404 176
905 316
377 762
953 757
125 142
92 701
539 515
43 904
252 975
697 349
647 569
60 571
543 835
946 967
268 326
957 410
913 384
885 465
339 84
954 962
632 27
284 543
213 438
24 53
552 911
41 748
829 985
655 113
434 689
566 940
88 480
174 202
845 152
906 244
667 113
263 854
686 603
88 14
560 630
924 335
378 255
523 563
466 302
472 150
613 996
388 168
681 757
699 5
397 130
20 266
283 990
589 48
957 382
215 832
560 129
378 635
875 72
819 922
301 690
494 802
476 161
100 891
102 904
703 149
465 343
939 640
370 810
200 760
645 183
457 528
675 355
704 722
768 739
966 952
423 825
460 846
296 938
142 574
760 33
739 259
886 336
292 488
559 626
507 228
563 675
323 913
312 356
254 85
372 591
211 134
874 449
964 735
788 271
765 924
626 947
65 417
518 276
407 658
150 555
620 873
887 510
783 24
383 776
197 460
978 827
245 889
34 834
818 710
95 168
871 569
332 920
215 451
147 806
420 28
441 323
524 81
391 59
67 587
494 302
346 645
960 817
958 254
617 163
797 308
287 304
337 989
918 648
655 298
259 473
867 968
734 776
188 479
295 521
28 500
376 761
428 49
223 810
698 169
368 966
332 638
974 87
849 181
639 84
4 163
253 370
415 606
835 661
588 523
274 595
882 650
394 943
435 637
173 382
945 189
586 191
795 303
964 244
46 921
764 164
229 201
267 632
740 653
922 124
104 651
107 316
247 240
523 356
273 431
747 332
467 271
200 371
11 717
919 823
190 805
818 334
341 265
498 597
371 788
14 260
656 153
442 891
362 430
882 910
196 463
484 809
568 417
1 572
215 718
370 125
481 966
258 242
754 220
5 406
410 45
75 33
152 671
868 134
222 70
58 280
491 135
199 36
694 942
297 636
300 553
686 497
659 263
335 525
591 159
602 322
201 446
529 557
920 944
720 896
142 254
735 384
144 441
999 388
881 862
49 297
107 76
646 98
940 632
485 877
398 697
20 328
732 65
7 796
730 880
565 799
15 526
737 411
370 531
176 307
988 820
929 594
914 951
617 427
118 87
336 372
652 595
166 703
233 725
288 100
692 959
442 67
70 55
856 493
485 95
448 964
859 614
883 729
293 429
415 368
805 659
439 382
600 296
431 827
446 993
609 747
519 292
607 556
191 338
702 384
183 252
52 358
655 533
14 174
490 570
384 421
404 749
856 901
367 601
697 161
752 698
420 285
709 658
774 460
430 216
234 804
262 906
550 118
565 664
356 809
283 642
720 832
66 850
958 318
888 534
60 876
959 114
177 7
268 550
725 989
418 400
745 630
895 398
156 186
44 831
495 79
743 810
755 276
419 766
339 516
699 616
9 628
503 87
681 157
69 713
281 717
930 830
194 269
408 519
978 945
190 130
433 520
540 320
831 797
57 545
581 185
143 424
632 692
176 193
991 74
79 364
977 647
512 691
595 743
927 29
213 377
925 962
831 940
660 338
791 539
835 365
935 881
33 831
725 842
616 514
320 362
463 949
110 530
877 774
266 701
164 114
776 444
369 372
796 763
424 761
666 900
667 480
360 680
784 525
773 35
598 16
107 155
29 402
631 111
439 639
426 304
233 940
296 489
939 652
91 334
474 543
405 204
191 386
882 636
262 297
18 407
809 911
543 976
715 390
577 987
109 547
546 983
313 763
768 691
462 967
706 938
556 437
454 469
701 197
155 112
658 437
668 70
408 567
499 502
550 159
944 688
640 826
865 772
809 431
382 869
565 802
231 688
552 507
951 383
524 80
864 504
688 484
550 87
372 386
362 339
177 380
641 329
665 667
889 643
240 415
321 998
361 885
107 42
978 73
83 774
113 847
650 259
161 472
99 595
636 630
710 107
927 956
128 183
909 758
518 301
820 33
245 756
107 851
253 957
980 440
903 318
615 838
781 589
139 42
259 54
120 85
32 120
175 4
993 980
86 392
71 93
440 518
209 354
49 991
81 757
601 228
985 503
14 406
639 942
596 172
989 483
623 599
651 774
845 498
259 951
73 659
325 90
855 102
